Date,game_name,team_name,Player_Id,shift_number,period,start_clock,end_clock,shift_length
10/13/2024,2024-10-13 - Team B at Team A,Team B,9,19,3,17:33,16:14,1:19
10/13/2024,2024-10-13 - Team B at Team A,Team B,25,17,3,17:33,16:14,1:19
10/13/2024,2024-10-13 - Team B at Team A,Team B,2,11,2,10:54,9:36,1:18
10/13/2024,2024-10-13 - Team B at Team A,Team B,3,9,2,10:54,9:36,1:18
10/13/2024,2024-10-13 - Team B at Team A,Team A,2,16,2,3:33,2:17,1:16
10/13/2024,2024-10-13 - Team B at Team A,Team A,25,1,1,19:12,17:57,1:15
10/13/2024,2024-10-13 - Team B at Team A,Team A,20,8,2,20:00,18:45,1:15
10/13/2024,2024-10-13 - Team B at Team A,Team B,15,9,2,20:00,18:45,1:15
10/13/2024,2024-10-13 - Team B at Team A,Team B,19,10,2,20:00,18:45,1:15
10/13/2024,2024-10-13 - Team B at Team A,Team B,20,8,1,1:14,0:00,1:14
10/13/2024,2024-10-13 - Team B at Team A,Team B,3,21,3,1:22,0:08,1:14
10/13/2024,2024-10-13 - Team B at Team A,Team A,20,21,3,1:22,0:08,1:14
10/13/2024,2024-10-13 - Team B at Team A,Team A,3,24,3,14:27,13:13,1:14
10/13/2024,2024-10-13 - Team B at Team A,Team B,15,11,2,14:54,13:40,1:14
10/13/2024,2024-10-13 - Team B at Team A,Team A,14,16,3,17:35,16:22,1:13
10/13/2024,2024-10-13 - Team B at Team A,Team A,38,20,3,17:35,16:23,1:12
10/13/2024,2024-10-13 - Team B at Team A,Team A,3,22,3,17:35,16:23,1:12
10/13/2024,2024-10-13 - Team B at Team A,Team A,28,13,2,6:32,5:20,1:12
10/13/2024,2024-10-13 - Team B at Team A,Team A,28,10,2,16:32,15:20,1:12
10/13/2024,2024-10-13 - Team B at Team A,Team B,10,8,2,16:32,15:20,1:12
10/13/2024,2024-10-13 - Team B at Team A,Team B,28,11,2,14:54,13:42,1:12
10/13/2024,2024-10-13 - Team B at Team A,Team A,6,12,2,1:25,0:14,1:11
10/13/2024,2024-10-13 - Team B at Team A,Team B,23,9,3,17:33,16:22,1:11
10/13/2024,2024-10-13 - Team B at Team A,Team B,3,6,1,3:12,2:01,1:11
10/13/2024,2024-10-13 - Team B at Team A,Team A,8,11,2,6:32,5:21,1:11
10/13/2024,2024-10-13 - Team B at Team A,Team B,8,14,3,17:25,16:14,1:11
10/13/2024,2024-10-13 - Team B at Team A,Team B,18,11,2,6:32,5:22,1:10
10/13/2024,2024-10-13 - Team B at Team A,Team B,14,9,2,6:32,5:22,1:10
10/13/2024,2024-10-13 - Team B at Team A,Team B,40,12,2,6:32,5:22,1:10
10/13/2024,2024-10-13 - Team B at Team A,Team B,10,11,2,9:45,8:35,1:10
10/13/2024,2024-10-13 - Team B at Team A,Team A,12,13,2,7:42,6:32,1:10
10/13/2024,2024-10-13 - Team B at Team A,Team A,20,13,2,7:42,6:32,1:10
10/13/2024,2024-10-13 - Team B at Team A,Team A,25,9,2,7:42,6:32,1:10
10/13/2024,2024-10-13 - Team B at Team A,Team B,3,10,2,7:42,6:32,1:10
10/13/2024,2024-10-13 - Team B at Team A,Team B,4,12,2,7:42,6:32,1:10
10/13/2024,2024-10-13 - Team B at Team A,Team A,3,17,2,7:42,6:32,1:10
10/13/2024,2024-10-13 - Team B at Team A,Team A,26,7,2,5:21,4:11,1:10
10/13/2024,2024-10-13 - Team B at Team A,Team B,15,25,3,7:42,6:32,1:10
10/13/2024,2024-10-13 - Team B at Team A,Team B,29,13,3,7:42,6:32,1:10
10/13/2024,2024-10-13 - Team B at Team A,Team A,24,1,1,19:06,17:57,1:09
10/13/2024,2024-10-13 - Team B at Team A,Team B,27,2,1,14:20,13:11,1:09
10/13/2024,2024-10-13 - Team B at Team A,Team A,7,11,2,17:51,16:43,1:08
10/13/2024,2024-10-13 - Team B at Team A,Team A,24,6,1,4:15,3:07,1:08
10/13/2024,2024-10-13 - Team B at Team A,Team B,8,12,2,1:34,0:26,1:08
10/13/2024,2024-10-13 - Team B at Team A,Team B,14,10,2,1:34,0:26,1:08
10/13/2024,2024-10-13 - Team B at Team A,Team A,25,4,1,7:30,6:22,1:08
10/13/2024,2024-10-13 - Team B at Team A,Team A,6,10,2,10:19,9:11,1:08
10/13/2024,2024-10-13 - Team B at Team A,Team A,27,11,2,10:19,9:11,1:08
10/13/2024,2024-10-13 - Team B at Team A,Team A,15,9,2,10:19,9:11,1:08
10/13/2024,2024-10-13 - Team B at Team A,Team A,26,6,2,10:19,9:11,1:08
10/13/2024,2024-10-13 - Team B at Team A,Team A,14,12,2,6:32,5:24,1:08
10/13/2024,2024-10-13 - Team B at Team A,Team A,17,1,1,19:05,17:57,1:08
10/13/2024,2024-10-13 - Team B at Team A,Team B,25,22,3,6:53,5:46,1:07
10/13/2024,2024-10-13 - Team B at Team A,Team A,12,8,2,20:00,18:53,1:07
10/13/2024,2024-10-13 - Team B at Team A,Team A,7,10,2,20:00,18:53,1:07
10/13/2024,2024-10-13 - Team B at Team A,Team B,20,17,3,17:35,16:28,1:07
10/13/2024,2024-10-13 - Team B at Team A,Team B,40,7,1,1:07,0:00,1:07
10/13/2024,2024-10-13 - Team B at Team A,Team B,2,7,1,1:07,0:00,1:07
10/13/2024,2024-10-13 - Team B at Team A,Team B,38,4,1,4:17,3:10,1:07
10/13/2024,2024-10-13 - Team B at Team A,Team B,28,13,2,9:42,8:35,1:07
10/13/2024,2024-10-13 - Team B at Team A,Team B,18,20,3,3:34,2:27,1:07
10/13/2024,2024-10-13 - Team B at Team A,Team A,27,4,1,9:33,8:26,1:07
10/13/2024,2024-10-13 - Team B at Team A,Team A,7,5,1,9:33,8:26,1:07
10/13/2024,2024-10-13 - Team B at Team A,Team B,28,5,1,9:33,8:26,1:07
10/13/2024,2024-10-13 - Team B at Team A,Team B,15,5,1,9:33,8:26,1:07
10/13/2024,2024-10-13 - Team B at Team A,Team B,19,6,1,9:33,8:26,1:07
10/13/2024,2024-10-13 - Team B at Team A,Team B,29,3,1,9:33,8:26,1:07
10/13/2024,2024-10-13 - Team B at Team A,Team A,7,20,3,16:23,15:16,1:07
10/13/2024,2024-10-13 - Team B at Team A,Team A,27,14,3,16:23,15:16,1:07
10/13/2024,2024-10-13 - Team B at Team A,Team B,2,15,3,18:31,17:25,1:06
10/13/2024,2024-10-13 - Team B at Team A,Team A,20,5,1,8:36,7:30,1:06
10/13/2024,2024-10-13 - Team B at Team A,Team B,9,17,2,1:34,0:28,1:06
10/13/2024,2024-10-13 - Team B at Team A,Team A,28,14,2,3:33,2:27,1:06
10/13/2024,2024-10-13 - Team B at Team A,Team A,29,10,2,3:33,2:27,1:06
10/13/2024,2024-10-13 - Team B at Team A,Team A,14,13,2,3:33,2:27,1:06
10/13/2024,2024-10-13 - Team B at Team A,Team A,8,12,2,3:33,2:27,1:06
10/13/2024,2024-10-13 - Team B at Team A,Team B,3,12,2,3:33,2:27,1:06
10/13/2024,2024-10-13 - Team B at Team A,Team B,4,14,2,3:33,2:27,1:06
10/13/2024,2024-10-13 - Team B at Team A,Team B,15,6,1,6:50,5:44,1:06
10/13/2024,2024-10-13 - Team B at Team A,Team B,28,6,1,6:50,5:44,1:06
10/13/2024,2024-10-13 - Team B at Team A,Team B,27,5,1,6:50,5:44,1:06
10/13/2024,2024-10-13 - Team B at Team A,Team B,2,5,1,6:50,5:44,1:06
10/13/2024,2024-10-13 - Team B at Team A,Team B,29,6,2,16:32,15:26,1:06
10/13/2024,2024-10-13 - Team B at Team A,Team B,27,7,2,16:32,15:26,1:06
10/13/2024,2024-10-13 - Team B at Team A,Team A,20,10,2,16:32,15:26,1:06
10/13/2024,2024-10-13 - Team B at Team A,Team A,12,17,3,14:27,13:21,1:06
10/13/2024,2024-10-13 - Team B at Team A,Team A,20,17,3,14:27,13:21,1:06
10/13/2024,2024-10-13 - Team B at Team A,Team B,27,13,3,16:28,15:22,1:06
10/13/2024,2024-10-13 - Team B at Team A,Team A,25,19,3,1:13,0:08,1:05
10/13/2024,2024-10-13 - Team B at Team A,Team B,18,4,1,8:26,7:21,1:05
10/13/2024,2024-10-13 - Team B at Team A,Team A,27,7,1,1:29,0:24,1:05
10/13/2024,2024-10-13 - Team B at Team A,Team A,6,7,1,1:29,0:24,1:05
10/13/2024,2024-10-13 - Team B at Team A,Team B,19,18,2,1:31,0:26,1:05
10/13/2024,2024-10-13 - Team B at Team A,Team A,3,9,1,3:16,2:11,1:05
10/13/2024,2024-10-13 - Team B at Team A,Team A,38,8,1,3:16,2:11,1:05
10/13/2024,2024-10-13 - Team B at Team A,Team B,2,1,1,20:00,18:56,1:04
10/13/2024,2024-10-13 - Team B at Team A,Team B,40,1,1,20:00,18:56,1:04
10/13/2024,2024-10-13 - Team B at Team A,Team A,25,14,3,14:27,13:23,1:04
10/13/2024,2024-10-13 - Team B at Team A,Team A,25,5,1,4:15,3:11,1:04
10/13/2024,2024-10-13 - Team B at Team A,Team A,7,16,2,5:37,4:33,1:04
10/13/2024,2024-10-13 - Team B at Team A,Team A,6,11,2,5:37,4:33,1:04
10/13/2024,2024-10-13 - Team B at Team A,Team B,19,7,1,6:48,5:44,1:04
10/13/2024,2024-10-13 - Team B at Team A,Team B,18,19,3,4:58,3:54,1:04
10/13/2024,2024-10-13 - Team B at Team A,Team A,3,29,3,4:58,3:54,1:04
10/13/2024,2024-10-13 - Team B at Team A,Team A,12,21,3,4:58,3:54,1:04
10/13/2024,2024-10-13 - Team B at Team A,Team A,20,20,3,4:58,3:54,1:04
10/13/2024,2024-10-13 - Team B at Team A,Team A,25,18,3,4:58,3:54,1:04
10/13/2024,2024-10-13 - Team B at Team A,Team B,3,20,3,4:58,3:54,1:04
10/13/2024,2024-10-13 - Team B at Team A,Team B,4,20,3,4:58,3:54,1:04
10/13/2024,2024-10-13 - Team B at Team A,Team B,19,25,3,7:42,6:39,1:03
10/13/2024,2024-10-13 - Team B at Team A,Team B,9,8,1,2:48,1:45,1:03
10/13/2024,2024-10-13 - Team B at Team A,Team B,25,8,1,2:48,1:45,1:03
10/13/2024,2024-10-13 - Team B at Team A,Team A,28,2,1,16:39,15:36,1:03
10/13/2024,2024-10-13 - Team B at Team A,Team B,40,3,1,14:20,13:17,1:03
10/13/2024,2024-10-13 - Team B at Team A,Team A,14,24,3,1:10,0:08,1:02
10/13/2024,2024-10-13 - Team B at Team A,Team A,28,21,3,1:10,0:08,1:02
10/13/2024,2024-10-13 - Team B at Team A,Team A,3,31,3,1:10,0:08,1:02
10/13/2024,2024-10-13 - Team B at Team A,Team A,29,16,3,3:54,2:52,1:02
10/13/2024,2024-10-13 - Team B at Team A,Team A,14,22,3,3:54,2:52,1:02
10/13/2024,2024-10-13 - Team B at Team A,Team A,8,19,3,3:54,2:52,1:02
10/13/2024,2024-10-13 - Team B at Team A,Team A,28,20,3,3:54,2:52,1:02
10/13/2024,2024-10-13 - Team B at Team A,Team A,2,22,3,3:54,2:52,1:02
10/13/2024,2024-10-13 - Team B at Team A,Team B,14,13,3,3:54,2:52,1:02
10/13/2024,2024-10-13 - Team B at Team A,Team A,21,12,2,1:25,0:23,1:02
10/13/2024,2024-10-13 - Team B at Team A,Team A,12,2,1,16:38,15:36,1:02
10/13/2024,2024-10-13 - Team B at Team A,Team A,15,12,3,15:31,14:29,1:02
10/13/2024,2024-10-13 - Team B at Team A,Team A,6,15,3,10:10,9:08,1:02
10/13/2024,2024-10-13 - Team B at Team A,Team A,3,27,3,7:42,6:40,1:02
10/13/2024,2024-10-13 - Team B at Team A,Team A,25,11,2,2:27,1:25,1:02
10/13/2024,2024-10-13 - Team B at Team A,Team A,12,14,2,2:27,1:25,1:02
10/13/2024,2024-10-13 - Team B at Team A,Team B,19,12,2,14:54,13:52,1:02
10/13/2024,2024-10-13 - Team B at Team A,Team B,18,21,3,1:22,0:21,1:01
10/13/2024,2024-10-13 - Team B at Team A,Team B,14,12,3,10:20,9:19,1:01
10/13/2024,2024-10-13 - Team B at Team A,Team B,15,13,2,9:36,8:35,1:01
10/13/2024,2024-10-13 - Team B at Team A,Team B,40,11,2,9:36,8:35,1:01
10/13/2024,2024-10-13 - Team B at Team A,Team B,4,11,2,9:36,8:35,1:01
10/13/2024,2024-10-13 - Team B at Team A,Team A,26,10,3,10:10,9:09,1:01
10/13/2024,2024-10-13 - Team B at Team A,Team A,15,2,1,14:04,13:03,1:01
10/13/2024,2024-10-13 - Team B at Team A,Team B,8,4,1,9:27,8:26,1:01
10/13/2024,2024-10-13 - Team B at Team A,Team B,19,8,1,4:14,3:14,1:00
10/13/2024,2024-10-13 - Team B at Team A,Team B,38,10,3,10:10,9:10,1:00
10/13/2024,2024-10-13 - Team B at Team A,Team A,38,16,2,4:33,3:33,1:00
10/13/2024,2024-10-13 - Team B at Team A,Team A,3,18,2,4:33,3:33,1:00
10/13/2024,2024-10-13 - Team B at Team A,Team A,17,9,2,4:33,3:33,1:00
10/13/2024,2024-10-13 - Team B at Team A,Team B,20,4,1,10:33,9:33,1:00
10/13/2024,2024-10-13 - Team B at Team A,Team A,6,6,1,4:15,3:16,0:59
10/13/2024,2024-10-13 - Team B at Team A,Team A,12,10,2,16:32,15:33,0:59
10/13/2024,2024-10-13 - Team B at Team A,Team B,20,15,2,1:25,0:26,0:59
10/13/2024,2024-10-13 - Team B at Team A,Team B,10,13,2,6:32,5:33,0:59
10/13/2024,2024-10-13 - Team B at Team A,Team A,27,15,3,10:10,9:11,0:59
10/13/2024,2024-10-13 - Team B at Team A,Team B,20,19,3,8:40,7:42,0:58
10/13/2024,2024-10-13 - Team B at Team A,Team B,25,21,3,8:40,7:42,0:58
10/13/2024,2024-10-13 - Team B at Team A,Team B,27,16,3,8:40,7:42,0:58
10/13/2024,2024-10-13 - Team B at Team A,Team B,4,18,3,8:40,7:42,0:58
10/13/2024,2024-10-13 - Team B at Team A,Team B,19,20,3,18:31,17:33,0:58
10/13/2024,2024-10-13 - Team B at Team A,Team B,15,19,3,18:31,17:33,0:58
10/13/2024,2024-10-13 - Team B at Team A,Team B,28,19,3,18:31,17:33,0:58
10/13/2024,2024-10-13 - Team B at Team A,Team A,8,9,2,11:42,10:44,0:58
10/13/2024,2024-10-13 - Team B at Team A,Team B,40,2,1,17:30,16:32,0:58
10/13/2024,2024-10-13 - Team B at Team A,Team B,14,1,1,17:30,16:32,0:58
10/13/2024,2024-10-13 - Team B at Team A,Team A,8,7,2,17:51,16:53,0:58
10/13/2024,2024-10-13 - Team B at Team A,Team A,28,16,3,16:14,15:16,0:58
10/13/2024,2024-10-13 - Team B at Team A,Team B,2,4,1,10:24,9:27,0:57
10/13/2024,2024-10-13 - Team B at Team A,Team A,8,2,1,14:49,13:52,0:57
10/13/2024,2024-10-13 - Team B at Team A,Team B,19,9,1,2:11,1:14,0:57
10/13/2024,2024-10-13 - Team B at Team A,Team A,24,5,1,7:30,6:33,0:57
10/13/2024,2024-10-13 - Team B at Team A,Team A,12,5,1,8:26,7:30,0:56
10/13/2024,2024-10-13 - Team B at Team A,Team A,38,6,1,8:26,7:30,0:56
10/13/2024,2024-10-13 - Team B at Team A,Team A,3,7,1,8:26,7:30,0:56
10/13/2024,2024-10-13 - Team B at Team A,Team B,10,5,1,8:26,7:30,0:56
10/13/2024,2024-10-13 - Team B at Team A,Team A,29,4,1,6:40,5:44,0:56
10/13/2024,2024-10-13 - Team B at Team A,Team B,38,8,2,4:42,3:46,0:56
10/13/2024,2024-10-13 - Team B at Team A,Team B,29,8,2,4:42,3:46,0:56
10/13/2024,2024-10-13 - Team B at Team A,Team B,27,6,1,2:57,2:01,0:56
10/13/2024,2024-10-13 - Team B at Team A,Team B,10,25,3,1:22,0:26,0:56
10/13/2024,2024-10-13 - Team B at Team A,Team B,10,2,1,16:39,15:43,0:56
10/13/2024,2024-10-13 - Team B at Team A,Team A,20,2,1,16:24,15:28,0:56
10/13/2024,2024-10-13 - Team B at Team A,Team B,29,4,1,5:10,4:14,0:56
10/13/2024,2024-10-13 - Team B at Team A,Team B,10,6,1,5:10,4:14,0:56
10/13/2024,2024-10-13 - Team B at Team A,Team B,29,11,3,18:31,17:35,0:56
10/13/2024,2024-10-13 - Team B at Team A,Team B,18,14,3,16:22,15:26,0:56
10/13/2024,2024-10-13 - Team B at Team A,Team A,2,1,1,20:00,19:05,0:55
10/13/2024,2024-10-13 - Team B at Team A,Team A,7,1,1,20:00,19:05,0:55
10/13/2024,2024-10-13 - Team B at Team A,Team A,28,1,1,20:00,19:05,0:55
10/13/2024,2024-10-13 - Team B at Team A,Team B,15,1,1,20:00,19:05,0:55
10/13/2024,2024-10-13 - Team B at Team A,Team B,28,18,3,20:00,19:05,0:55
10/13/2024,2024-10-13 - Team B at Team A,Team B,8,8,2,13:47,12:52,0:55
10/13/2024,2024-10-13 - Team B at Team A,Team A,12,19,3,9:19,8:24,0:55
10/13/2024,2024-10-13 - Team B at Team A,Team A,12,20,3,6:59,6:04,0:55
10/13/2024,2024-10-13 - Team B at Team A,Team A,29,9,2,6:32,5:37,0:55
10/13/2024,2024-10-13 - Team B at Team A,Team A,2,15,2,6:32,5:37,0:55
10/13/2024,2024-10-13 - Team B at Team A,Team B,25,2,1,16:38,15:43,0:55
10/13/2024,2024-10-13 - Team B at Team A,Team A,12,6,1,5:10,4:15,0:55
10/13/2024,2024-10-13 - Team B at Team A,Team A,28,6,1,5:10,4:15,0:55
10/13/2024,2024-10-13 - Team B at Team A,Team A,20,6,1,5:10,4:15,0:55
10/13/2024,2024-10-13 - Team B at Team A,Team A,38,14,2,11:42,10:47,0:55
10/13/2024,2024-10-13 - Team B at Team A,Team A,3,15,2,11:42,10:47,0:55
10/13/2024,2024-10-13 - Team B at Team A,Team A,3,26,3,9:11,8:16,0:55
10/13/2024,2024-10-13 - Team B at Team A,Team A,12,1,1,20:00,19:06,0:54
10/13/2024,2024-10-13 - Team B at Team A,Team B,3,8,2,13:46,12:52,0:54
10/13/2024,2024-10-13 - Team B at Team A,Team A,20,15,3,20:00,19:06,0:54
10/13/2024,2024-10-13 - Team B at Team A,Team A,29,3,1,11:18,10:24,0:54
10/13/2024,2024-10-13 - Team B at Team A,Team A,28,4,1,11:18,10:24,0:54
10/13/2024,2024-10-13 - Team B at Team A,Team A,21,10,2,10:19,9:25,0:54
10/13/2024,2024-10-13 - Team B at Team A,Team B,4,7,1,2:01,1:07,0:54
10/13/2024,2024-10-13 - Team B at Team A,Team B,38,6,2,13:42,12:48,0:54
10/13/2024,2024-10-13 - Team B at Team A,Team A,28,19,3,9:19,8:25,0:54
10/13/2024,2024-10-13 - Team B at Team A,Team A,15,11,2,1:25,0:32,0:53
10/13/2024,2024-10-13 - Team B at Team A,Team B,18,5,1,5:10,4:17,0:53
10/13/2024,2024-10-13 - Team B at Team A,Team A,17,5,1,4:09,3:16,0:53
10/13/2024,2024-10-13 - Team B at Team A,Team A,27,6,1,4:09,3:16,0:53
10/13/2024,2024-10-13 - Team B at Team A,Team B,27,9,2,8:35,7:42,0:53
10/13/2024,2024-10-13 - Team B at Team A,Team B,8,10,2,8:35,7:42,0:53
10/13/2024,2024-10-13 - Team B at Team A,Team B,20,13,2,8:35,7:42,0:53
10/13/2024,2024-10-13 - Team B at Team A,Team B,9,14,2,8:35,7:42,0:53
10/13/2024,2024-10-13 - Team B at Team A,Team B,25,13,2,8:35,7:42,0:53
10/13/2024,2024-10-13 - Team B at Team A,Team A,29,8,2,8:35,7:42,0:53
10/13/2024,2024-10-13 - Team B at Team A,Team A,8,10,2,8:35,7:42,0:53
10/13/2024,2024-10-13 - Team B at Team A,Team A,2,14,2,8:35,7:42,0:53
10/13/2024,2024-10-13 - Team B at Team A,Team A,7,15,2,8:35,7:42,0:53
10/13/2024,2024-10-13 - Team B at Team A,Team A,2,20,3,8:35,7:42,0:53
10/13/2024,2024-10-13 - Team B at Team A,Team A,20,14,2,2:27,1:34,0:53
10/13/2024,2024-10-13 - Team B at Team A,Team B,40,14,2,2:27,1:34,0:53
10/13/2024,2024-10-13 - Team B at Team A,Team B,27,12,2,2:27,1:34,0:53
10/13/2024,2024-10-13 - Team B at Team A,Team B,23,4,1,4:14,3:22,0:52
10/13/2024,2024-10-13 - Team B at Team A,Team A,3,19,2,2:17,1:25,0:52
10/13/2024,2024-10-13 - Team B at Team A,Team A,21,2,1,14:04,13:12,0:52
10/13/2024,2024-10-13 - Team B at Team A,Team B,2,3,1,11:53,11:01,0:52
10/13/2024,2024-10-13 - Team B at Team A,Team A,15,6,2,17:51,16:59,0:52
10/13/2024,2024-10-13 - Team B at Team A,Team A,27,8,2,17:51,16:59,0:52
10/13/2024,2024-10-13 - Team B at Team A,Team B,10,9,2,13:52,13:00,0:52
10/13/2024,2024-10-13 - Team B at Team A,Team B,23,8,2,4:48,3:56,0:52
10/13/2024,2024-10-13 - Team B at Team A,Team A,3,28,3,6:04,5:12,0:52
10/13/2024,2024-10-13 - Team B at Team A,Team A,27,16,3,6:04,5:12,0:52
10/13/2024,2024-10-13 - Team B at Team A,Team B,3,19,3,6:04,5:12,0:52
10/13/2024,2024-10-13 - Team B at Team A,Team B,40,20,3,6:04,5:12,0:52
10/13/2024,2024-10-13 - Team B at Team A,Team B,28,8,1,1:14,0:23,0:51
10/13/2024,2024-10-13 - Team B at Team A,Team A,14,4,1,10:24,9:33,0:51
10/13/2024,2024-10-13 - Team B at Team A,Team A,21,3,1,10:24,9:33,0:51
10/13/2024,2024-10-13 - Team B at Team A,Team A,3,6,1,10:24,9:33,0:51
10/13/2024,2024-10-13 - Team B at Team A,Team A,38,5,1,10:24,9:33,0:51
10/13/2024,2024-10-13 - Team B at Team A,Team B,9,5,1,10:24,9:33,0:51
10/13/2024,2024-10-13 - Team B at Team A,Team B,25,5,1,10:24,9:33,0:51
10/13/2024,2024-10-13 - Team B at Team A,Team B,23,3,1,10:24,9:33,0:51
10/13/2024,2024-10-13 - Team B at Team A,Team A,15,10,2,5:24,4:33,0:51
10/13/2024,2024-10-13 - Team B at Team A,Team B,25,1,1,19:21,18:30,0:51
10/13/2024,2024-10-13 - Team B at Team A,Team A,28,9,2,20:00,19:09,0:51
10/13/2024,2024-10-13 - Team B at Team A,Team A,2,10,2,20:00,19:09,0:51
10/13/2024,2024-10-13 - Team B at Team A,Team B,3,18,3,10:10,9:19,0:51
10/13/2024,2024-10-13 - Team B at Team A,Team B,29,12,3,10:10,9:19,0:51
10/13/2024,2024-10-13 - Team B at Team A,Team B,23,10,3,10:10,9:19,0:51
10/13/2024,2024-10-13 - Team B at Team A,Team A,15,13,3,10:10,9:19,0:51
10/13/2024,2024-10-13 - Team B at Team A,Team A,21,15,3,10:10,9:19,0:51
10/13/2024,2024-10-13 - Team B at Team A,Team A,12,16,3,16:22,15:31,0:51
