Date,game_name,team_name,Player_Id,shift_number,period,start_clock,end_clock,shift_length
11/16/2024,2024-11-16 - Team F at Team E,Team F,55,9,1,6:12,5:02,1:10
11/16/2024,2024-11-16 - Team F at Team E,Team F,3,10,1,6:12,5:02,1:10
11/16/2024,2024-11-16 - Team F at Team E,Team E,36,10,1,1:30,0:20,1:10
11/16/2024,2024-11-16 - Team F at Team E,Team E,11,11,2,12:20,11:10,1:10
11/16/2024,2024-11-16 - Team F at Team E,Team E,12,11,2,12:20,11:10,1:10
11/16/2024,2024-11-16 - Team F at Team E,Team E,20,16,2,12:20,11:10,1:10
11/16/2024,2024-11-16 - Team F at Team E,Team F,29,28,3,13:11,12:02,1:09
11/16/2024,2024-11-16 - Team F at Team E,Team F,13,25,3,13:11,12:02,1:09
11/16/2024,2024-11-16 - Team F at Team E,Team F,55,26,3,13:11,12:02,1:09
11/16/2024,2024-11-16 - Team F at Team E,Team F,3,25,3,13:11,12:02,1:09
11/16/2024,2024-11-16 - Team F at Team E,Team F,71,12,2,4:49,3:40,1:09
11/16/2024,2024-11-16 - Team F at Team E,Team F,71,15,3,10:06,8:57,1:09
11/16/2024,2024-11-16 - Team F at Team E,Team E,20,4,1,16:58,15:49,1:09
11/16/2024,2024-11-16 - Team F at Team E,Team F,91,8,1,8:44,7:36,1:08
11/16/2024,2024-11-16 - Team F at Team E,Team F,64,6,1,8:04,6:56,1:08
11/16/2024,2024-11-16 - Team F at Team E,Team E,89,7,1,2:38,1:30,1:08
11/16/2024,2024-11-16 - Team F at Team E,Team E,45,8,1,2:38,1:30,1:08
11/16/2024,2024-11-16 - Team F at Team E,Team E,44,8,1,2:38,1:30,1:08
11/16/2024,2024-11-16 - Team F at Team E,Team F,3,15,1,2:38,1:30,1:08
11/16/2024,2024-11-16 - Team F at Team E,Team E,75,14,2,4:48,3:40,1:08
11/16/2024,2024-11-16 - Team F at Team E,Team E,4,20,2,4:48,3:40,1:08
11/16/2024,2024-11-16 - Team F at Team E,Team E,29,27,3,15:56,14:48,1:08
11/16/2024,2024-11-16 - Team F at Team E,Team E,44,20,3,15:56,14:48,1:08
11/16/2024,2024-11-16 - Team F at Team E,Team E,12,18,3,15:56,14:48,1:08
11/16/2024,2024-11-16 - Team F at Team E,Team E,44,9,2,16:55,15:47,1:08
11/16/2024,2024-11-16 - Team F at Team E,Team F,3,18,2,14:23,13:15,1:08
11/16/2024,2024-11-16 - Team F at Team E,Team F,78,15,2,13:06,11:59,1:07
11/16/2024,2024-11-16 - Team F at Team E,Team F,5,16,2,13:06,11:59,1:07
11/16/2024,2024-11-16 - Team F at Team E,Team F,56,13,2,12:14,11:07,1:07
11/16/2024,2024-11-16 - Team F at Team E,Team E,19,26,3,2:29,1:22,1:07
11/16/2024,2024-11-16 - Team F at Team E,Team E,11,23,3,2:29,1:22,1:07
11/16/2024,2024-11-16 - Team F at Team E,Team E,12,23,3,2:29,1:22,1:07
11/16/2024,2024-11-16 - Team F at Team E,Team E,29,33,3,2:29,1:22,1:07
11/16/2024,2024-11-16 - Team F at Team E,Team F,21,24,3,2:29,1:22,1:07
11/16/2024,2024-11-16 - Team F at Team E,Team F,27,28,3,2:29,1:22,1:07
11/16/2024,2024-11-16 - Team F at Team E,Team F,22,21,3,2:29,1:22,1:07
11/16/2024,2024-11-16 - Team F at Team E,Team F,55,31,3,2:29,1:22,1:07
11/16/2024,2024-11-16 - Team F at Team E,Team F,64,23,3,2:29,1:22,1:07
11/16/2024,2024-11-16 - Team F at Team E,Team E,89,14,3,14:18,13:11,1:07
11/16/2024,2024-11-16 - Team F at Team E,Team E,45,21,3,14:18,13:11,1:07
11/16/2024,2024-11-16 - Team F at Team E,Team E,25,12,2,16:55,15:49,1:06
11/16/2024,2024-11-16 - Team F at Team E,Team F,27,13,2,16:55,15:49,1:06
11/16/2024,2024-11-16 - Team F at Team E,Team E,42,22,3,4:38,3:32,1:06
11/16/2024,2024-11-16 - Team F at Team E,Team E,20,14,2,17:41,16:36,1:05
11/16/2024,2024-11-16 - Team F at Team E,Team E,75,19,3,11:11,10:06,1:05
11/16/2024,2024-11-16 - Team F at Team E,Team E,36,19,3,11:11,10:06,1:05
11/16/2024,2024-11-16 - Team F at Team E,Team F,13,18,2,6:23,5:18,1:05
11/16/2024,2024-11-16 - Team F at Team E,Team F,78,19,2,6:23,5:18,1:05
11/16/2024,2024-11-16 - Team F at Team E,Team F,5,20,2,6:23,5:18,1:05
11/16/2024,2024-11-16 - Team F at Team E,Team E,75,3,1,12:02,10:57,1:05
11/16/2024,2024-11-16 - Team F at Team E,Team F,21,13,2,12:20,11:16,1:04
11/16/2024,2024-11-16 - Team F at Team E,Team F,27,14,2,12:20,11:16,1:04
11/16/2024,2024-11-16 - Team F at Team E,Team E,47,12,2,12:14,11:10,1:04
11/16/2024,2024-11-16 - Team F at Team E,Team F,22,18,3,9:47,8:43,1:04
11/16/2024,2024-11-16 - Team F at Team E,Team E,46,29,3,6:35,5:31,1:04
11/16/2024,2024-11-16 - Team F at Team E,Team E,68,26,3,6:35,5:31,1:04
11/16/2024,2024-11-16 - Team F at Team E,Team E,19,23,3,6:35,5:31,1:04
11/16/2024,2024-11-16 - Team F at Team E,Team E,44,23,3,6:35,5:31,1:04
11/16/2024,2024-11-16 - Team F at Team E,Team F,29,9,1,8:44,7:40,1:04
11/16/2024,2024-11-16 - Team F at Team E,Team F,13,8,1,8:44,7:40,1:04
11/16/2024,2024-11-16 - Team F at Team E,Team E,77,9,2,16:36,15:32,1:04
11/16/2024,2024-11-16 - Team F at Team E,Team F,5,25,3,20:00,18:57,1:03
11/16/2024,2024-11-16 - Team F at Team E,Team F,91,24,3,20:00,18:57,1:03
11/16/2024,2024-11-16 - Team F at Team E,Team F,29,24,3,20:00,18:57,1:03
11/16/2024,2024-11-16 - Team F at Team E,Team F,13,22,3,20:00,18:57,1:03
11/16/2024,2024-11-16 - Team F at Team E,Team F,56,17,3,20:00,18:57,1:03
11/16/2024,2024-11-16 - Team F at Team E,Team F,26,15,3,6:34,5:31,1:03
11/16/2024,2024-11-16 - Team F at Team E,Team E,25,11,1,1:30,0:27,1:03
11/16/2024,2024-11-16 - Team F at Team E,Team E,42,10,1,1:30,0:27,1:03
11/16/2024,2024-11-16 - Team F at Team E,Team E,18,12,1,1:30,0:27,1:03
11/16/2024,2024-11-16 - Team F at Team E,Team E,20,12,1,1:30,0:27,1:03
11/16/2024,2024-11-16 - Team F at Team E,Team F,29,12,1,1:30,0:27,1:03
11/16/2024,2024-11-16 - Team F at Team E,Team F,91,11,1,1:30,0:27,1:03
11/16/2024,2024-11-16 - Team F at Team E,Team E,45,18,3,20:00,18:58,1:02
11/16/2024,2024-11-16 - Team F at Team E,Team E,18,23,3,20:00,18:58,1:02
11/16/2024,2024-11-16 - Team F at Team E,Team F,21,10,1,2:38,1:36,1:02
11/16/2024,2024-11-16 - Team F at Team E,Team F,56,10,1,2:38,1:36,1:02
11/16/2024,2024-11-16 - Team F at Team E,Team F,55,14,1,2:38,1:36,1:02
11/16/2024,2024-11-16 - Team F at Team E,Team E,77,8,1,2:38,1:36,1:02
11/16/2024,2024-11-16 - Team F at Team E,Team E,75,9,1,2:38,1:36,1:02
11/16/2024,2024-11-16 - Team F at Team E,Team E,77,1,1,18:00,16:58,1:02
11/16/2024,2024-11-16 - Team F at Team E,Team F,22,3,1,11:51,10:49,1:02
11/16/2024,2024-11-16 - Team F at Team E,Team E,12,14,2,3:52,2:50,1:02
11/16/2024,2024-11-16 - Team F at Team E,Team E,29,15,2,18:43,17:41,1:02
11/16/2024,2024-11-16 - Team F at Team E,Team F,5,29,3,12:02,11:00,1:02
11/16/2024,2024-11-16 - Team F at Team E,Team F,26,9,2,10:23,9:22,1:01
11/16/2024,2024-11-16 - Team F at Team E,Team F,49,7,2,10:23,9:22,1:01
11/16/2024,2024-11-16 - Team F at Team E,Team E,25,18,2,2:24,1:23,1:01
11/16/2024,2024-11-16 - Team F at Team E,Team E,11,22,3,4:33,3:32,1:01
11/16/2024,2024-11-16 - Team F at Team E,Team E,12,22,3,4:33,3:32,1:01
11/16/2024,2024-11-16 - Team F at Team E,Team E,25,5,1,12:37,11:36,1:01
11/16/2024,2024-11-16 - Team F at Team E,Team F,13,16,2,8:09,7:09,1:00
11/16/2024,2024-11-16 - Team F at Team E,Team F,91,17,2,8:09,7:09,1:00
11/16/2024,2024-11-16 - Team F at Team E,Team E,89,16,3,9:24,8:24,1:00
11/16/2024,2024-11-16 - Team F at Team E,Team F,29,29,3,8:57,7:57,1:00
11/16/2024,2024-11-16 - Team F at Team E,Team F,5,30,3,8:57,7:57,1:00
11/16/2024,2024-11-16 - Team F at Team E,Team E,20,21,2,3:40,2:40,1:00
11/16/2024,2024-11-16 - Team F at Team E,Team E,18,20,2,3:40,2:40,1:00
11/16/2024,2024-11-16 - Team F at Team E,Team E,4,3,1,14:58,13:58,1:00
11/16/2024,2024-11-16 - Team F at Team E,Team F,55,17,2,14:23,13:23,1:00
11/16/2024,2024-11-16 - Team F at Team E,Team F,36,4,1,6:56,5:57,0:59
11/16/2024,2024-11-16 - Team F at Team E,Team F,49,4,1,6:56,5:57,0:59
11/16/2024,2024-11-16 - Team F at Team E,Team F,26,4,1,6:56,5:57,0:59
11/16/2024,2024-11-16 - Team F at Team E,Team E,11,6,1,6:56,5:57,0:59
11/16/2024,2024-11-16 - Team F at Team E,Team E,12,6,1,6:56,5:57,0:59
11/16/2024,2024-11-16 - Team F at Team E,Team E,47,6,1,6:56,5:57,0:59
11/16/2024,2024-11-16 - Team F at Team E,Team E,18,10,1,6:56,5:57,0:59
11/16/2024,2024-11-16 - Team F at Team E,Team E,20,10,1,6:56,5:57,0:59
11/16/2024,2024-11-16 - Team F at Team E,Team E,29,29,3,8:39,7:40,0:59
11/16/2024,2024-11-16 - Team F at Team E,Team F,5,3,1,15:10,14:12,0:58
11/16/2024,2024-11-16 - Team F at Team E,Team F,21,12,2,17:53,16:55,0:58
11/16/2024,2024-11-16 - Team F at Team E,Team F,91,13,2,17:53,16:55,0:58
11/16/2024,2024-11-16 - Team F at Team E,Team F,64,10,2,17:53,16:55,0:58
11/16/2024,2024-11-16 - Team F at Team E,Team E,46,9,2,17:53,16:55,0:58
11/16/2024,2024-11-16 - Team F at Team E,Team E,42,11,2,17:53,16:55,0:58
11/16/2024,2024-11-16 - Team F at Team E,Team E,44,4,1,13:50,12:52,0:58
11/16/2024,2024-11-16 - Team F at Team E,Team E,45,4,1,13:50,12:52,0:58
11/16/2024,2024-11-16 - Team F at Team E,Team F,64,19,3,11:18,10:20,0:58
11/16/2024,2024-11-16 - Team F at Team E,Team E,77,20,3,5:31,4:33,0:58
11/16/2024,2024-11-16 - Team F at Team E,Team E,75,20,3,5:31,4:33,0:58
11/16/2024,2024-11-16 - Team F at Team E,Team F,3,3,1,16:58,16:00,0:58
11/16/2024,2024-11-16 - Team F at Team E,Team F,36,3,1,10:49,9:52,0:57
11/16/2024,2024-11-16 - Team F at Team E,Team F,64,12,2,11:59,11:02,0:57
11/16/2024,2024-11-16 - Team F at Team E,Team F,42,11,2,11:59,11:02,0:57
11/16/2024,2024-11-16 - Team F at Team E,Team F,22,1,1,18:38,17:41,0:57
11/16/2024,2024-11-16 - Team F at Team E,Team F,27,10,1,2:38,1:42,0:56
11/16/2024,2024-11-16 - Team F at Team E,Team E,68,27,3,0:56,0:00,0:56
11/16/2024,2024-11-16 - Team F at Team E,Team E,25,30,3,0:56,0:00,0:56
11/16/2024,2024-11-16 - Team F at Team E,Team E,42,23,3,0:56,0:00,0:56
11/16/2024,2024-11-16 - Team F at Team E,Team E,75,23,3,0:56,0:00,0:56
11/16/2024,2024-11-16 - Team F at Team E,Team E,77,22,3,0:56,0:00,0:56
11/16/2024,2024-11-16 - Team F at Team E,Team E,20,31,3,0:56,0:00,0:56
11/16/2024,2024-11-16 - Team F at Team E,Team F,91,34,3,0:56,0:00,0:56
11/16/2024,2024-11-16 - Team F at Team E,Team F,29,34,3,0:56,0:00,0:56
11/16/2024,2024-11-16 - Team F at Team E,Team F,13,31,3,0:56,0:00,0:56
11/16/2024,2024-11-16 - Team F at Team E,Team F,78,33,3,0:56,0:00,0:56
11/16/2024,2024-11-16 - Team F at Team E,Team E,77,13,2,4:48,3:52,0:56
11/16/2024,2024-11-16 - Team F at Team E,Team F,55,27,3,10:20,9:24,0:56
11/16/2024,2024-11-16 - Team F at Team E,Team F,42,20,3,4:40,3:44,0:56
11/16/2024,2024-11-16 - Team F at Team E,Team F,27,26,3,4:40,3:44,0:56
11/16/2024,2024-11-16 - Team F at Team E,Team E,75,5,1,5:57,5:02,0:55
11/16/2024,2024-11-16 - Team F at Team E,Team E,77,4,1,5:57,5:02,0:55
11/16/2024,2024-11-16 - Team F at Team E,Team E,89,4,1,5:57,5:02,0:55
11/16/2024,2024-11-16 - Team F at Team E,Team E,29,9,1,5:57,5:02,0:55
11/16/2024,2024-11-16 - Team F at Team E,Team E,4,9,1,5:57,5:02,0:55
11/16/2024,2024-11-16 - Team F at Team E,Team F,21,7,1,5:57,5:02,0:55
11/16/2024,2024-11-16 - Team F at Team E,Team F,27,7,1,5:57,5:02,0:55
11/16/2024,2024-11-16 - Team F at Team E,Team F,56,7,1,5:57,5:02,0:55
11/16/2024,2024-11-16 - Team F at Team E,Team E,4,28,3,7:17,6:22,0:55
11/16/2024,2024-11-16 - Team F at Team E,Team E,89,3,1,11:44,10:49,0:55
11/16/2024,2024-11-16 - Team F at Team E,Team E,29,4,1,11:44,10:49,0:55
11/16/2024,2024-11-16 - Team F at Team E,Team F,91,26,3,15:56,15:01,0:55
11/16/2024,2024-11-16 - Team F at Team E,Team E,20,26,3,12:56,12:02,0:54
11/16/2024,2024-11-16 - Team F at Team E,Team E,18,28,3,12:56,12:02,0:54
11/16/2024,2024-11-16 - Team F at Team E,Team E,11,14,2,3:40,2:46,0:54
11/16/2024,2024-11-16 - Team F at Team E,Team E,75,1,1,17:52,16:58,0:54
11/16/2024,2024-11-16 - Team F at Team E,Team E,89,1,1,17:52,16:58,0:54
11/16/2024,2024-11-16 - Team F at Team E,Team F,49,1,1,17:52,16:58,0:54
11/16/2024,2024-11-16 - Team F at Team E,Team F,26,1,1,17:52,16:58,0:54
11/16/2024,2024-11-16 - Team F at Team E,Team F,5,2,1,17:52,16:58,0:54
11/16/2024,2024-11-16 - Team F at Team E,Team F,78,2,1,17:52,16:58,0:54
11/16/2024,2024-11-16 - Team F at Team E,Team F,21,2,1,16:58,16:04,0:54
11/16/2024,2024-11-16 - Team F at Team E,Team F,56,2,1,16:58,16:04,0:54
11/16/2024,2024-11-16 - Team F at Team E,Team E,46,2,1,16:58,16:04,0:54
11/16/2024,2024-11-16 - Team F at Team E,Team E,68,2,1,16:58,16:04,0:54
11/16/2024,2024-11-16 - Team F at Team E,Team E,19,2,1,16:58,16:04,0:54
11/16/2024,2024-11-16 - Team F at Team E,Team E,18,4,1,16:58,16:04,0:54
11/16/2024,2024-11-16 - Team F at Team E,Team F,71,14,3,14:21,13:27,0:54
11/16/2024,2024-11-16 - Team F at Team E,Team F,36,14,3,15:14,14:21,0:53
11/16/2024,2024-11-16 - Team F at Team E,Team F,26,13,3,15:14,14:21,0:53
11/16/2024,2024-11-16 - Team F at Team E,Team F,5,6,1,10:24,9:31,0:53
11/16/2024,2024-11-16 - Team F at Team E,Team F,78,6,1,10:24,9:31,0:53
11/16/2024,2024-11-16 - Team F at Team E,Team E,36,5,1,12:37,11:44,0:53
11/16/2024,2024-11-16 - Team F at Team E,Team E,18,8,1,12:37,11:44,0:53
11/16/2024,2024-11-16 - Team F at Team E,Team E,20,8,1,12:37,11:44,0:53
11/16/2024,2024-11-16 - Team F at Team E,Team E,4,24,3,14:04,13:11,0:53
11/16/2024,2024-11-16 - Team F at Team E,Team F,22,17,3,14:04,13:11,0:53
11/16/2024,2024-11-16 - Team F at Team E,Team F,42,17,3,14:04,13:11,0:53
11/16/2024,2024-11-16 - Team F at Team E,Team E,25,28,3,5:31,4:38,0:53
11/16/2024,2024-11-16 - Team F at Team E,Team E,25,2,1,15:33,14:40,0:53
11/16/2024,2024-11-16 - Team F at Team E,Team F,71,9,2,11:16,10:23,0:53
11/16/2024,2024-11-16 - Team F at Team E,Team F,29,17,2,8:09,7:16,0:53
11/16/2024,2024-11-16 - Team F at Team E,Team F,13,14,2,13:06,12:14,0:52
11/16/2024,2024-11-16 - Team F at Team E,Team E,36,13,2,13:06,12:14,0:52
11/16/2024,2024-11-16 - Team F at Team E,Team E,11,18,3,12:56,12:04,0:52
11/16/2024,2024-11-16 - Team F at Team E,Team E,46,31,3,2:14,1:22,0:52
11/16/2024,2024-11-16 - Team F at Team E,Team E,46,4,1,10:57,10:05,0:52
11/16/2024,2024-11-16 - Team F at Team E,Team F,21,15,2,3:43,2:52,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team F,56,15,2,3:43,2:52,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team F,78,20,2,2:14,1:23,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team E,29,1,1,20:00,19:09,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team E,46,1,1,20:00,19:09,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team E,68,1,1,20:00,19:09,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team E,19,1,1,20:00,19:09,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team E,46,6,1,4:33,3:42,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team E,20,11,1,4:33,3:42,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team E,18,11,1,4:33,3:42,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team F,91,9,1,4:33,3:42,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team F,29,10,1,4:33,3:42,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team F,13,9,1,4:33,3:42,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team F,42,7,1,4:33,3:42,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team F,64,7,1,4:33,3:42,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team F,71,7,2,15:49,14:58,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team E,11,10,2,15:49,14:58,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team E,12,10,2,15:49,14:58,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team E,29,21,2,4:31,3:40,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team E,18,31,3,6:22,5:31,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team F,38,20,3,5:31,4:40,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team F,3,27,3,5:31,4:40,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team F,21,20,3,12:02,11:11,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team E,46,26,3,12:02,11:11,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team E,19,21,3,12:02,11:11,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team E,29,28,3,12:02,11:11,0:51
11/16/2024,2024-11-16 - Team F at Team E,Team E,75,12,2,10:23,9:33,0:50
11/16/2024,2024-11-16 - Team F at Team E,Team F,21,1,1,20:00,19:10,0:50
11/16/2024,2024-11-16 - Team F at Team E,Team F,27,1,1,20:00,19:10,0:50
11/16/2024,2024-11-16 - Team F at Team E,Team F,56,1,1,20:00,19:10,0:50
11/16/2024,2024-11-16 - Team F at Team E,Team F,78,1,1,20:00,19:10,0:50
11/16/2024,2024-11-16 - Team F at Team E,Team F,5,1,1,20:00,19:10,0:50
11/16/2024,2024-11-16 - Team F at Team E,Team F,22,12,2,4:33,3:43,0:50
11/16/2024,2024-11-16 - Team F at Team E,Team F,38,12,2,4:33,3:43,0:50
11/16/2024,2024-11-16 - Team F at Team E,Team E,89,2,1,14:48,13:58,0:50
11/16/2024,2024-11-16 - Team F at Team E,Team E,47,10,2,18:43,17:53,0:50
11/16/2024,2024-11-16 - Team F at Team E,Team E,12,9,2,18:43,17:53,0:50
11/16/2024,2024-11-16 - Team F at Team E,Team E,11,9,2,18:43,17:53,0:50
11/16/2024,2024-11-16 - Team F at Team E,Team E,68,9,2,18:43,17:53,0:50
11/16/2024,2024-11-16 - Team F at Team E,Team F,26,7,2,18:43,17:53,0:50
11/16/2024,2024-11-16 - Team F at Team E,Team F,27,12,2,18:43,17:53,0:50
11/16/2024,2024-11-16 - Team F at Team E,Team F,5,12,2,18:43,17:53,0:50
11/16/2024,2024-11-16 - Team F at Team E,Team F,78,12,2,18:43,17:53,0:50
11/16/2024,2024-11-16 - Team F at Team E,Team F,26,3,1,10:49,10:00,0:49
11/16/2024,2024-11-16 - Team F at Team E,Team E,45,9,2,16:36,15:47,0:49
11/16/2024,2024-11-16 - Team F at Team E,Team E,29,16,2,15:47,14:58,0:49
11/16/2024,2024-11-16 - Team F at Team E,Team E,4,15,2,15:47,14:58,0:49
11/16/2024,2024-11-16 - Team F at Team E,Team F,27,15,2,8:58,8:09,0:49
11/16/2024,2024-11-16 - Team F at Team E,Team F,56,14,2,8:58,8:09,0:49
11/16/2024,2024-11-16 - Team F at Team E,Team F,42,12,2,8:58,8:09,0:49
11/16/2024,2024-11-16 - Team F at Team E,Team F,64,13,2,8:58,8:09,0:49
