Date,game_name,team_name,Player_Id,shift_number,period,start_clock,end_clock,shift_length
11/15/2024,2024-11-15 - Team D at Team C,Team D,2,20,3,18:31,18:06,0:25
11/15/2024,2024-11-15 - Team D at Team C,Team D,23,19,3,18:31,18:06,0:25
11/15/2024,2024-11-15 - Team D at Team C,Team D,28,17,3,18:31,18:16,0:15
11/15/2024,2024-11-15 - Team D at Team C,Team D,13,1,1,18:25,18:04,0:21
11/15/2024,2024-11-15 - Team D at Team C,Team C,67,1,1,18:19,18:04,0:15
11/15/2024,2024-11-15 - Team D at Team C,Team C,89,1,1,18:19,18:04,0:15
11/15/2024,2024-11-15 - Team D at Team C,Team C,46,1,1,18:19,18:04,0:15
11/15/2024,2024-11-15 - Team D at Team C,Team D,28,1,1,18:17,18:04,0:13
11/15/2024,2024-11-15 - Team D at Team C,Team D,19,1,1,18:17,18:04,0:13
11/15/2024,2024-11-15 - Team D at Team C,Team D,49,10,3,18:16,18:06,0:10
11/15/2024,2024-11-15 - Team D at Team C,Team C,92,1,1,18:07,18:04,0:03
11/15/2024,2024-11-15 - Team D at Team C,Team C,90,14,3,18:06,17:39,0:27
11/15/2024,2024-11-15 - Team D at Team C,Team C,12,14,3,18:06,17:39,0:27
11/15/2024,2024-11-15 - Team D at Team C,Team C,63,15,3,18:06,17:39,0:27
11/15/2024,2024-11-15 - Team D at Team C,Team C,48,15,3,18:06,17:39,0:27
11/15/2024,2024-11-15 - Team D at Team C,Team C,38,21,3,18:06,17:39,0:27
11/15/2024,2024-11-15 - Team D at Team C,Team D,49,11,3,18:06,17:39,0:27
11/15/2024,2024-11-15 - Team D at Team C,Team D,37,12,3,18:06,17:39,0:27
11/15/2024,2024-11-15 - Team D at Team C,Team D,20,11,3,18:06,17:39,0:27
11/15/2024,2024-11-15 - Team D at Team C,Team D,2,21,3,18:06,17:39,0:27
11/15/2024,2024-11-15 - Team D at Team C,Team D,23,20,3,18:06,17:39,0:27
11/15/2024,2024-11-15 - Team D at Team C,Team D,18,10,2,18:04,17:27,0:37
11/15/2024,2024-11-15 - Team D at Team C,Team D,19,9,2,18:04,17:27,0:37
11/15/2024,2024-11-15 - Team D at Team C,Team D,4,12,2,18:04,17:27,0:37
11/15/2024,2024-11-15 - Team D at Team C,Team D,23,10,2,18:04,17:27,0:37
11/15/2024,2024-11-15 - Team D at Team C,Team C,91,11,2,18:04,17:27,0:37
11/15/2024,2024-11-15 - Team D at Team C,Team C,28,8,2,18:04,17:27,0:37
11/15/2024,2024-11-15 - Team D at Team C,Team C,14,13,2,18:04,17:27,0:37
11/15/2024,2024-11-15 - Team D at Team C,Team C,38,10,2,18:04,17:27,0:37
11/15/2024,2024-11-15 - Team D at Team C,Team C,62,2,1,18:04,17:45,0:19
11/15/2024,2024-11-15 - Team D at Team C,Team C,91,2,1,18:04,17:45,0:19
11/15/2024,2024-11-15 - Team D at Team C,Team C,26,2,1,18:04,17:45,0:19
11/15/2024,2024-11-15 - Team D at Team C,Team C,70,2,1,18:04,17:45,0:19
11/15/2024,2024-11-15 - Team D at Team C,Team C,55,2,1,18:04,17:45,0:19
11/15/2024,2024-11-15 - Team D at Team C,Team D,27,2,1,18:04,17:45,0:19
11/15/2024,2024-11-15 - Team D at Team C,Team D,18,2,1,18:04,17:45,0:19
11/15/2024,2024-11-15 - Team D at Team C,Team D,47,2,1,18:04,17:45,0:19
11/15/2024,2024-11-15 - Team D at Team C,Team D,2,1,1,18:04,17:45,0:19
11/15/2024,2024-11-15 - Team D at Team C,Team C,62,3,1,17:45,17:37,0:08
11/15/2024,2024-11-15 - Team D at Team C,Team C,91,3,1,17:45,17:37,0:08
11/15/2024,2024-11-15 - Team D at Team C,Team C,26,3,1,17:45,17:37,0:08
11/15/2024,2024-11-15 - Team D at Team C,Team C,55,3,1,17:45,17:37,0:08
11/15/2024,2024-11-15 - Team D at Team C,Team C,14,2,1,17:45,17:37,0:08
11/15/2024,2024-11-15 - Team D at Team C,Team D,37,1,1,17:45,17:37,0:08
11/15/2024,2024-11-15 - Team D at Team C,Team D,7,2,1,17:45,17:37,0:08
11/15/2024,2024-11-15 - Team D at Team C,Team D,44,2,1,17:45,17:37,0:08
11/15/2024,2024-11-15 - Team D at Team C,Team C,62,22,3,17:39,16:48,0:51
11/15/2024,2024-11-15 - Team D at Team C,Team C,91,24,3,17:39,16:48,0:51
11/15/2024,2024-11-15 - Team D at Team C,Team C,26,20,3,17:39,16:48,0:51
11/15/2024,2024-11-15 - Team D at Team C,Team C,55,25,3,17:39,16:48,0:51
11/15/2024,2024-11-15 - Team D at Team C,Team C,41,24,3,17:39,16:48,0:51
11/15/2024,2024-11-15 - Team D at Team C,Team D,25,19,3,17:39,17:05,0:34
11/15/2024,2024-11-15 - Team D at Team C,Team D,27,21,3,17:39,17:14,0:25
11/15/2024,2024-11-15 - Team D at Team C,Team D,45,20,3,17:39,17:14,0:25
11/15/2024,2024-11-15 - Team D at Team C,Team D,47,23,3,17:39,17:14,0:25
11/15/2024,2024-11-15 - Team D at Team C,Team D,4,24,3,17:39,17:14,0:25
11/15/2024,2024-11-15 - Team D at Team C,Team C,14,3,1,17:37,16:23,1:14
11/15/2024,2024-11-15 - Team D at Team C,Team C,28,2,1,17:37,16:23,1:14
11/15/2024,2024-11-15 - Team D at Team C,Team C,92,2,1,17:37,16:23,1:14
11/15/2024,2024-11-15 - Team D at Team C,Team C,89,2,1,17:37,16:23,1:14
11/15/2024,2024-11-15 - Team D at Team C,Team C,84,2,1,17:37,16:23,1:14
11/15/2024,2024-11-15 - Team D at Team C,Team D,45,2,1,17:37,16:33,1:04
11/15/2024,2024-11-15 - Team D at Team C,Team D,41,2,1,17:37,16:33,1:04
11/15/2024,2024-11-15 - Team D at Team C,Team D,7,3,1,17:37,16:33,1:04
11/15/2024,2024-11-15 - Team D at Team C,Team D,44,3,1,17:37,16:33,1:04
11/15/2024,2024-11-15 - Team D at Team C,Team D,23,11,2,17:27,16:01,1:26
11/15/2024,2024-11-15 - Team D at Team C,Team D,27,12,2,17:27,16:17,1:10
11/15/2024,2024-11-15 - Team D at Team C,Team D,25,10,2,17:27,16:17,1:10
11/15/2024,2024-11-15 - Team D at Team C,Team D,7,12,2,17:27,16:46,0:41
11/15/2024,2024-11-15 - Team D at Team C,Team C,28,9,2,17:27,16:56,0:31
11/15/2024,2024-11-15 - Team D at Team C,Team C,91,12,2,17:27,16:56,0:31
11/15/2024,2024-11-15 - Team D at Team C,Team C,14,14,2,17:27,16:56,0:31
11/15/2024,2024-11-15 - Team D at Team C,Team C,38,11,2,17:27,16:56,0:31
11/15/2024,2024-11-15 - Team D at Team C,Team D,45,11,2,17:23,16:46,0:37
11/15/2024,2024-11-15 - Team D at Team C,Team C,55,11,2,17:23,17:13,0:10
11/15/2024,2024-11-15 - Team D at Team C,Team D,18,20,3,17:14,16:48,0:26
11/15/2024,2024-11-15 - Team D at Team C,Team D,14,16,3,17:14,16:48,0:26
11/15/2024,2024-11-15 - Team D at Team C,Team D,44,26,3,17:14,16:48,0:26
11/15/2024,2024-11-15 - Team D at Team C,Team D,7,24,3,17:14,16:48,0:26
11/15/2024,2024-11-15 - Team D at Team C,Team C,67,9,2,17:13,16:11,1:02
11/15/2024,2024-11-15 - Team D at Team C,Team D,41,19,3,17:05,16:48,0:17
11/15/2024,2024-11-15 - Team D at Team C,Team C,89,8,2,16:56,16:01,0:55
11/15/2024,2024-11-15 - Team D at Team C,Team C,55,12,2,16:56,16:01,0:55
11/15/2024,2024-11-15 - Team D at Team C,Team C,41,11,2,16:56,16:01,0:55
11/15/2024,2024-11-15 - Team D at Team C,Team C,92,7,2,16:56,16:07,0:49
11/15/2024,2024-11-15 - Team D at Team C,Team C,14,25,3,16:48,15:36,1:12
11/15/2024,2024-11-15 - Team D at Team C,Team D,19,18,3,16:48,15:45,1:03
11/15/2024,2024-11-15 - Team D at Team C,Team D,13,18,3,16:48,15:45,1:03
11/15/2024,2024-11-15 - Team D at Team C,Team C,84,20,3,16:48,15:48,1:00
11/15/2024,2024-11-15 - Team D at Team C,Team C,28,19,3,16:48,15:48,1:00
11/15/2024,2024-11-15 - Team D at Team C,Team D,28,18,3,16:48,15:50,0:58
11/15/2024,2024-11-15 - Team D at Team C,Team C,70,19,3,16:48,16:07,0:41
11/15/2024,2024-11-15 - Team D at Team C,Team C,46,20,3,16:48,16:07,0:41
11/15/2024,2024-11-15 - Team D at Team C,Team D,7,25,3,16:48,16:13,0:35
11/15/2024,2024-11-15 - Team D at Team C,Team D,44,27,3,16:48,16:13,0:35
11/15/2024,2024-11-15 - Team D at Team C,Team D,37,6,2,16:46,16:01,0:45
11/15/2024,2024-11-15 - Team D at Team C,Team D,2,10,2,16:46,16:01,0:45
11/15/2024,2024-11-15 - Team D at Team C,Team D,27,3,1,16:33,15:58,0:35
11/15/2024,2024-11-15 - Team D at Team C,Team D,18,3,1,16:33,15:58,0:35
11/15/2024,2024-11-15 - Team D at Team C,Team D,4,2,1,16:33,16:22,0:11
11/15/2024,2024-11-15 - Team D at Team C,Team D,23,1,1,16:33,16:22,0:11
11/15/2024,2024-11-15 - Team D at Team C,Team C,55,4,1,16:23,15:06,1:17
11/15/2024,2024-11-15 - Team D at Team C,Team C,91,4,1,16:23,15:22,1:01
11/15/2024,2024-11-15 - Team D at Team C,Team C,26,4,1,16:23,15:25,0:58
11/15/2024,2024-11-15 - Team D at Team C,Team C,62,4,1,16:23,15:35,0:48
11/15/2024,2024-11-15 - Team D at Team C,Team C,70,3,1,16:23,15:51,0:32
11/15/2024,2024-11-15 - Team D at Team C,Team D,7,4,1,16:22,15:58,0:24
11/15/2024,2024-11-15 - Team D at Team C,Team D,47,3,1,16:22,15:58,0:24
11/15/2024,2024-11-15 - Team D at Team C,Team D,49,4,2,16:17,16:01,0:16
11/15/2024,2024-11-15 - Team D at Team C,Team D,20,5,2,16:17,16:01,0:16
11/15/2024,2024-11-15 - Team D at Team C,Team D,2,22,3,16:13,15:08,1:05
11/15/2024,2024-11-15 - Team D at Team C,Team D,23,21,3,16:13,15:08,1:05
11/15/2024,2024-11-15 - Team D at Team C,Team C,90,8,2,16:11,16:01,0:10
11/15/2024,2024-11-15 - Team D at Team C,Team C,12,15,3,16:07,15:00,1:07
11/15/2024,2024-11-15 - Team D at Team C,Team C,48,16,3,16:07,15:00,1:07
11/15/2024,2024-11-15 - Team D at Team C,Team C,63,7,2,16:07,16:01,0:06
11/15/2024,2024-11-15 - Team D at Team C,Team D,49,5,2,16:01,15:47,0:14
11/15/2024,2024-11-15 - Team D at Team C,Team D,37,7,2,16:01,15:47,0:14
11/15/2024,2024-11-15 - Team D at Team C,Team D,20,6,2,16:01,15:47,0:14
11/15/2024,2024-11-15 - Team D at Team C,Team D,44,14,2,16:01,15:47,0:14
11/15/2024,2024-11-15 - Team D at Team C,Team D,4,13,2,16:01,15:47,0:14
11/15/2024,2024-11-15 - Team D at Team C,Team C,90,9,2,16:01,15:47,0:14
11/15/2024,2024-11-15 - Team D at Team C,Team C,12,7,2,16:01,15:47,0:14
11/15/2024,2024-11-15 - Team D at Team C,Team C,63,8,2,16:01,15:47,0:14
11/15/2024,2024-11-15 - Team D at Team C,Team C,48,6,2,16:01,15:47,0:14
11/15/2024,2024-11-15 - Team D at Team C,Team C,38,12,2,16:01,15:47,0:14
11/15/2024,2024-11-15 - Team D at Team C,Team D,28,2,1,15:58,15:06,0:52
11/15/2024,2024-11-15 - Team D at Team C,Team D,13,2,1,15:58,15:06,0:52
11/15/2024,2024-11-15 - Team D at Team C,Team D,44,4,1,15:58,15:36,0:22
11/15/2024,2024-11-15 - Team D at Team C,Team D,23,2,1,15:58,15:36,0:22
11/15/2024,2024-11-15 - Team D at Team C,Team C,38,1,1,15:51,15:06,0:45
11/15/2024,2024-11-15 - Team D at Team C,Team D,49,12,3,15:50,15:06,0:44
11/15/2024,2024-11-15 - Team D at Team C,Team C,92,13,3,15:48,15:09,0:39
11/15/2024,2024-11-15 - Team D at Team C,Team C,67,18,3,15:48,15:09,0:39
11/15/2024,2024-11-15 - Team D at Team C,Team D,47,13,2,15:47,14:39,1:08
11/15/2024,2024-11-15 - Team D at Team C,Team D,4,14,2,15:47,14:39,1:08
11/15/2024,2024-11-15 - Team D at Team C,Team D,41,10,2,15:47,14:44,1:03
11/15/2024,2024-11-15 - Team D at Team C,Team D,14,8,2,15:47,14:44,1:03
11/15/2024,2024-11-15 - Team D at Team C,Team C,12,8,2,15:47,14:55,0:52
11/15/2024,2024-11-15 - Team D at Team C,Team C,38,13,2,15:47,14:55,0:52
11/15/2024,2024-11-15 - Team D at Team C,Team C,48,7,2,15:47,14:55,0:52
11/15/2024,2024-11-15 - Team D at Team C,Team C,90,10,2,15:47,14:56,0:51
11/15/2024,2024-11-15 - Team D at Team C,Team C,63,9,2,15:47,15:02,0:45
11/15/2024,2024-11-15 - Team D at Team C,Team D,18,11,2,15:47,15:02,0:45
11/15/2024,2024-11-15 - Team D at Team C,Team D,37,13,3,15:45,15:00,0:45
11/15/2024,2024-11-15 - Team D at Team C,Team D,20,12,3,15:45,15:00,0:45
11/15/2024,2024-11-15 - Team D at Team C,Team D,2,2,1,15:45,15:36,0:09
11/15/2024,2024-11-15 - Team D at Team C,Team C,38,22,3,15:36,15:00,0:36
11/15/2024,2024-11-15 - Team D at Team C,Team D,19,2,1,15:36,15:06,0:30
11/15/2024,2024-11-15 - Team D at Team C,Team D,4,3,1,15:36,15:06,0:30
11/15/2024,2024-11-15 - Team D at Team C,Team D,47,4,1,15:36,15:06,0:30
11/15/2024,2024-11-15 - Team D at Team C,Team C,90,1,1,15:35,15:06,0:29
11/15/2024,2024-11-15 - Team D at Team C,Team C,63,1,1,15:25,15:06,0:19
11/15/2024,2024-11-15 - Team D at Team C,Team C,12,1,1,15:22,15:06,0:16
11/15/2024,2024-11-15 - Team D at Team C,Team C,62,23,3,15:09,15:00,0:09
11/15/2024,2024-11-15 - Team D at Team C,Team C,26,21,3,15:09,15:00,0:09
11/15/2024,2024-11-15 - Team D at Team C,Team D,44,28,3,15:08,15:00,0:08
11/15/2024,2024-11-15 - Team D at Team C,Team D,4,25,3,15:08,15:00,0:08
11/15/2024,2024-11-15 - Team D at Team C,Team C,12,2,1,15:06,14:24,0:42
11/15/2024,2024-11-15 - Team D at Team C,Team C,63,2,1,15:06,14:24,0:42
11/15/2024,2024-11-15 - Team D at Team C,Team C,38,2,1,15:06,14:24,0:42
11/15/2024,2024-11-15 - Team D at Team C,Team C,48,1,1,15:06,14:24,0:42
11/15/2024,2024-11-15 - Team D at Team C,Team D,13,3,1,15:06,14:25,0:41
11/15/2024,2024-11-15 - Team D at Team C,Team D,19,3,1,15:06,14:25,0:41
11/15/2024,2024-11-15 - Team D at Team C,Team D,28,3,1,15:06,14:36,0:30
11/15/2024,2024-11-15 - Team D at Team C,Team D,23,3,1,15:06,14:36,0:30
11/15/2024,2024-11-15 - Team D at Team C,Team D,2,3,1,15:06,14:36,0:30
11/15/2024,2024-11-15 - Team D at Team C,Team C,90,2,1,15:06,14:43,0:23
11/15/2024,2024-11-15 - Team D at Team C,Team D,27,22,3,15:06,15:00,0:06
11/15/2024,2024-11-15 - Team D at Team C,Team C,26,11,2,15:02,13:54,1:08
11/15/2024,2024-11-15 - Team D at Team C,Team D,28,10,2,15:02,13:55,1:07
11/15/2024,2024-11-15 - Team D at Team C,Team C,26,22,3,15:00,13:41,1:19
11/15/2024,2024-11-15 - Team D at Team C,Team C,70,20,3,15:00,13:41,1:19
11/15/2024,2024-11-15 - Team D at Team C,Team C,55,26,3,15:00,13:41,1:19
11/15/2024,2024-11-15 - Team D at Team C,Team C,91,25,3,15:00,13:47,1:13
11/15/2024,2024-11-15 - Team D at Team C,Team C,28,20,3,15:00,13:56,1:04
11/15/2024,2024-11-15 - Team D at Team C,Team D,45,21,3,15:00,14:26,0:34
11/15/2024,2024-11-15 - Team D at Team C,Team D,41,20,3,15:00,14:34,0:26
11/15/2024,2024-11-15 - Team D at Team C,Team D,2,23,3,15:00,14:34,0:26
11/15/2024,2024-11-15 - Team D at Team C,Team D,47,24,3,15:00,14:34,0:26
11/15/2024,2024-11-15 - Team D at Team C,Team C,62,12,2,14:56,13:54,1:02
11/15/2024,2024-11-15 - Team D at Team C,Team C,91,13,2,14:55,13:51,1:04
11/15/2024,2024-11-15 - Team D at Team C,Team C,46,11,2,14:55,13:54,1:01
11/15/2024,2024-11-15 - Team D at Team C,Team C,14,15,2,14:55,14:08,0:47
11/15/2024,2024-11-15 - Team D at Team C,Team D,13,10,2,14:44,13:55,0:49
11/15/2024,2024-11-15 - Team D at Team C,Team D,19,10,2,14:44,13:55,0:49
11/15/2024,2024-11-15 - Team D at Team C,Team C,67,2,1,14:43,13:42,1:01
11/15/2024,2024-11-15 - Team D at Team C,Team D,7,13,2,14:39,14:00,0:39
11/15/2024,2024-11-15 - Team D at Team C,Team D,44,15,2,14:39,14:00,0:39
11/15/2024,2024-11-15 - Team D at Team C,Team D,49,1,1,14:36,13:49,0:47
11/15/2024,2024-11-15 - Team D at Team C,Team D,7,5,1,14:36,13:57,0:39
11/15/2024,2024-11-15 - Team D at Team C,Team D,44,5,1,14:36,13:57,0:39
11/15/2024,2024-11-15 - Team D at Team C,Team D,7,26,3,14:34,13:41,0:53
11/15/2024,2024-11-15 - Team D at Team C,Team D,4,26,3,14:34,13:41,0:53
11/15/2024,2024-11-15 - Team D at Team C,Team D,18,21,3,14:34,14:07,0:27
11/15/2024,2024-11-15 - Team D at Team C,Team D,27,23,3,14:26,13:41,0:45
11/15/2024,2024-11-15 - Team D at Team C,Team D,20,1,1,14:25,13:34,0:51
11/15/2024,2024-11-15 - Team D at Team C,Team D,37,2,1,14:25,13:44,0:41
11/15/2024,2024-11-15 - Team D at Team C,Team C,46,2,1,14:24,13:30,0:54
11/15/2024,2024-11-15 - Team D at Team C,Team C,14,4,1,14:24,13:30,0:54
11/15/2024,2024-11-15 - Team D at Team C,Team C,89,3,1,14:24,13:43,0:41
11/15/2024,2024-11-15 - Team D at Team C,Team C,92,3,1,14:24,13:44,0:40
11/15/2024,2024-11-15 - Team D at Team C,Team C,41,12,2,14:08,13:39,0:29
11/15/2024,2024-11-15 - Team D at Team C,Team D,28,19,3,14:07,13:15,0:52
11/15/2024,2024-11-15 - Team D at Team C,Team D,23,12,2,14:00,13:39,0:21
11/15/2024,2024-11-15 - Team D at Team C,Team D,2,11,2,14:00,13:39,0:21
11/15/2024,2024-11-15 - Team D at Team C,Team D,4,4,1,13:57,13:30,0:27
11/15/2024,2024-11-15 - Team D at Team C,Team D,47,5,1,13:57,13:30,0:27
11/15/2024,2024-11-15 - Team D at Team C,Team C,62,24,3,13:56,12:56,1:00
11/15/2024,2024-11-15 - Team D at Team C,Team D,27,13,2,13:55,13:39,0:16
11/15/2024,2024-11-15 - Team D at Team C,Team D,45,12,2,13:55,13:39,0:16
11/15/2024,2024-11-15 - Team D at Team C,Team D,25,11,2,13:55,13:39,0:16
11/15/2024,2024-11-15 - Team D at Team C,Team C,84,10,2,13:54,13:39,0:15
11/15/2024,2024-11-15 - Team D at Team C,Team C,28,10,2,13:54,13:39,0:15
11/15/2024,2024-11-15 - Team D at Team C,Team C,55,13,2,13:54,13:39,0:15
11/15/2024,2024-11-15 - Team D at Team C,Team C,70,9,2,13:51,13:39,0:12
11/15/2024,2024-11-15 - Team D at Team C,Team D,18,4,1,13:49,13:30,0:19
11/15/2024,2024-11-15 - Team D at Team C,Team C,89,15,3,13:47,12:44,1:03
11/15/2024,2024-11-15 - Team D at Team C,Team C,28,3,1,13:44,13:30,0:14
11/15/2024,2024-11-15 - Team D at Team C,Team D,14,2,1,13:44,13:30,0:14
11/15/2024,2024-11-15 - Team D at Team C,Team C,70,4,1,13:43,13:30,0:13
11/15/2024,2024-11-15 - Team D at Team C,Team C,84,3,1,13:42,13:30,0:12
11/15/2024,2024-11-15 - Team D at Team C,Team C,14,26,3,13:41,12:44,0:57
11/15/2024,2024-11-15 - Team D at Team C,Team C,92,14,3,13:41,12:56,0:45
11/15/2024,2024-11-15 - Team D at Team C,Team C,84,21,3,13:41,12:56,0:45
11/15/2024,2024-11-15 - Team D at Team C,Team D,37,14,3,13:41,12:57,0:44
11/15/2024,2024-11-15 - Team D at Team C,Team D,47,25,3,13:41,12:57,0:44
11/15/2024,2024-11-15 - Team D at Team C,Team D,2,24,3,13:41,12:57,0:44
11/15/2024,2024-11-15 - Team D at Team C,Team D,27,14,2,13:39,13:11,0:28
11/15/2024,2024-11-15 - Team D at Team C,Team D,45,13,2,13:39,13:11,0:28
11/15/2024,2024-11-15 - Team D at Team C,Team D,25,12,2,13:39,13:11,0:28
